iter	Logloss
448	0.3002580652
449	0.3001409302
450	0.3000664782
451	0.2999490001
452	0.2998211993
453	0.2997314418
454	0.2996232645
455	0.2995179724
456	0.2994244448
457	0.299323075
458	0.2992198459
459	0.2991790049
460	0.2990672755
461	0.2990037336
462	0.2988702373
463	0.2987929815
464	0.2986828422
465	0.2985641592
466	0.2984826239
467	0.2982946606
468	0.2982340712
469	0.2981850157
470	0.2981000779
471	0.2979918804
472	0.2979476883
473	0.2978734537
474	0.2977433623
475	0.297672424
476	0.2975961009
477	0.2975323345
478	0.2974181715
479	0.2972975029
480	0.2972232576
481	0.2971256835
482	0.2969560631
483	0.2968779827
484	0.2967713417
485	0.2966635955
486	0.2965362657
487	0.2964111059
488	0.2963549854
489	0.2962191398
490	0.2960786961
491	0.2960261722
492	0.2959488218
493	0.2958433084
494	0.2956836152
495	0.2956028472
496	0.2954280098
497	0.2953494531
498	0.2952319714
499	0.2951292643
500	0.2950794973
501	0.2949930107
502	0.2949262783
503	0.2948266048
504	0.2946085623
505	0.2945476217
506	0.294401997
507	0.2943203087
508	0.2942108082
509	0.2941137093
510	0.2939622683
511	0.2938670779
512	0.293763871
513	0.2936476144
514	0.2935298706
515	0.2934222065
516	0.2932455457
517	0.2931468996
518	0.2930337351
519	0.292946592
520	0.2928734751
521	0.2927854801
522	0.2927183633
523	0.292658478
524	0.2925493978
525	0.2924527837
526	0.2923713585
527	0.2923261922
528	0.2922278242
529	0.2921609595
530	0.2920424744
531	0.2919287516
532	0.2918027591
533	0.2916126395
534	0.2915711094
535	0.2914694322
536	0.2913970644
537	0.2913320264
538	0.2912391392
539	0.2911473589
540	0.2909850472
541	0.2908569553
542	0.2907903329
543	0.2906489832
544	0.2905580752
545	0.2904964018
546	0.290328244
547	0.2902117511
548	0.2901881106
549	0.2900909732
550	0.2899915057
551	0.2899302564
552	0.2897703064
553	0.2896661783
554	0.2895726866
555	0.2895059778
556	0.2894249264
557	0.2893608025
558	0.2892733354
559	0.2891319803
560	0.2889946161
561	0.2888601508
562	0.2887991793
563	0.2887193603
564	0.2885947926
565	0.2884598575
566	0.2884097872
567	0.2883520844
568	0.2882702904
569	0.2881333446
570	0.2880040926
571	0.2879456246
572	0.2878395488
573	0.2877680676
574	0.287720129
575	0.2876492883
576	0.2875581494
577	0.2874602611
578	0.2873846271
579	0.2872946584
580	0.287190781
581	0.2871194606
582	0.2870334311
583	0.2869907561
584	0.2868781083
585	0.2868138122
586	0.2867007888
587	0.2866191262
588	0.2865382766
589	0.286409562
590	0.2863318848
591	0.2862456317
592	0.2861217006
593	0.2860469979
594	0.285974972
595	0.28590837
596	0.2858218877
597	0.2857812593
598	0.2857423761
599	0.2856473595
600	0.2855478802
601	0.285488343
602	0.2853132151
603	0.285215655
604	0.2851765872
605	0.2850766404
606	0.2849964893
607	0.2849587608
608	0.2848863447
609	0.284804771
610	0.2847259981
611	0.2846338926
612	0.2845730144
613	0.2844814757
614	0.284363741
615	0.2842284319
616	0.2841346538
617	0.2840673376
618	0.284021151
619	0.2839387942
620	0.2838647545
621	0.2837831009
622	0.2836749011
623	0.2835657583
624	0.2834752276
625	0.2833936247
626	0.2833250829
627	0.2832526889
628	0.2831942474
629	0.2830774044
630	0.2829842338
631	0.2828333763
632	0.282698098
633	0.2826454988
634	0.2826453026
635	0.2825754019
636	0.2825034313
637	0.2824169024
638	0.2823715005
639	0.2822013762
640	0.2821848736
641	0.2821113005
642	0.2820585331
643	0.2819866877
644	0.2818413418
645	0.2818179948
646	0.2817572227
647	0.2816526176
648	0.2815338694
649	0.2814283015
650	0.2813887165
651	0.281228713
652	0.2810875673
653	0.2810106413
654	0.2809146376
655	0.2808179578
656	0.2807965889
657	0.2806226295
658	0.2804543792
659	0.2803438965
660	0.2802120214
661	0.2801262043
662	0.2799774604
663	0.2798594454
664	0.2798042748
665	0.2796222159
666	0.2795519656
667	0.2794760363
668	0.2793924511
669	0.2793717079
670	0.279351665
671	0.2792443637
672	0.2791520678
673	0.2790600262
674	0.278981315
675	0.2789381866
676	0.2788902698
677	0.2788692299
678	0.2788231688
679	0.278765594
680	0.2786747925
681	0.2785699484
682	0.2784866275
683	0.2783459786
684	0.2782949227
685	0.2782273689
686	0.2781394928
687	0.2779785798
688	0.2779648297
689	0.2778656285
690	0.2777932832
691	0.2777248167
692	0.2776774242
693	0.2776207425
694	0.2775950618
695	0.2775251709
696	0.2774923889
697	0.2774648462
698	0.2774188888
699	0.2773359841
700	0.2771978852
701	0.277063303
702	0.2770347582
703	0.2769054891
704	0.2767696973
705	0.2766974803
706	0.2766160933
707	0.276525626
708	0.2764869794
709	0.2764362462
710	0.2763573995
711	0.2762523946
712	0.2761302958
713	0.2759564973
714	0.2759153705
715	0.2758460514
716	0.2757838345
717	0.2757207485
718	0.2756174871
719	0.2755005365
720	0.2753416475
721	0.2752742375
722	0.2752215711
723	0.2750768858
724	0.2750039436
725	0.2748993172
726	0.274727072
727	0.274610675
728	0.274568652
729	0.2745104626
730	0.2744149836
731	0.2743579945
732	0.2742853392
733	0.2742200569
734	0.2740941554
735	0.2740090954
736	0.2739037054
737	0.2738639404
738	0.2737480266
739	0.2736845842
740	0.2735641572
741	0.2734141437
742	0.273310197
743	0.2732558903
744	0.273203019
745	0.2731071186
746	0.273089726
747	0.2729669838
748	0.2729104396
749	0.2728607713
750	0.2727995854
751	0.2727344452
752	0.2726564942
753	0.272566268
754	0.2724179493
755	0.2723417794
756	0.2722939404
757	0.2722282569
758	0.2721675762
759	0.2721071203
760	0.2720356824
761	0.2719125742
762	0.2718549733
763	0.2717390278
764	0.2716125731
765	0.2715254887
766	0.2714615518
767	0.2714127402
768	0.2713211608
769	0.2712804237
770	0.2711826558
771	0.2710982003
772	0.2710252401
773	0.2709440372
774	0.2708267799
775	0.2707367233
776	0.2706081934
777	0.2705386423
778	0.2704012521
779	0.2703543247
780	0.2702884722
781	0.2702427746
782	0.2702369802
783	0.2701305298
784	0.2700343705
785	0.2699453614
786	0.2698699363
787	0.2698266591
788	0.269801791
789	0.269679253
790	0.269539012
791	0.2695112245
792	0.2694454033
793	0.2694153
794	0.2693506678
795	0.2692662793
796	0.2692160215
797	0.2691935568
798	0.269132828
799	0.2690700969
800	0.2690150009
801	0.268939548
802	0.2688799078
803	0.2688171995
804	0.2687456887
805	0.2686329355
806	0.2685528816
807	0.2685053797
808	0.2684625822
809	0.2683887107
810	0.2683080581
811	0.2682212556
812	0.2682162788
813	0.2681989775
814	0.268109868
815	0.2680501337
816	0.267930387
817	0.2678516563
818	0.2677927432
819	0.2677354723
820	0.26771617
821	0.2676599443
822	0.2676295528
823	0.2676233064
824	0.2675049283
825	0.2674365765
826	0.267411359
827	0.2673246033
828	0.2672769029
829	0.267216835
830	0.2670876752
831	0.2670272683
832	0.2669251517
833	0.2668676145
834	0.2668086416
835	0.2666662876
836	0.2665612971
837	0.266512814
838	0.2664607594
839	0.2663492593
840	0.2662840055
841	0.266241793
842	0.2661646468
843	0.2660827264
844	0.2660261826
845	0.2659145261
846	0.2658060659
847	0.2657660426
848	0.2657526661
849	0.2657335244
850	0.2657180257
851	0.265609154
852	0.2655086875
853	0.2654062676
854	0.2653270475
855	0.265311436
856	0.265245103
857	0.2651774463
858	0.2651334814
859	0.2651226004
860	0.2650607191
861	0.2650130561
862	0.2649119996
863	0.2648347069
864	0.26478631
865	0.2647687752
866	0.2647369882
867	0.2646796692
868	0.2646233933
869	0.2645545488
870	0.2644719116
871	0.2643941278
872	0.2643178041
873	0.2642195741
874	0.2641929579
875	0.2641075097
876	0.2640386698
877	0.26395573
878	0.2638608984
879	0.2637840253
880	0.2637228009
881	0.2636645304
882	0.2636291781
883	0.2635184359
884	0.2634983103
885	0.2634675724
886	0.2633513495
887	0.2632898555
888	0.2632284411
889	0.2631986738
890	0.2631536766
891	0.2630792184
892	0.2630420052
893	0.2629545923
894	0.2628602245
895	0.2627456504
896	0.2626504702
897	0.2626143581
898	0.2625604386
899	0.2624753122
900	0.2624161036
901	0.2623416861
902	0.2622637826
903	0.2622108048
904	0.2621261772
905	0.2620673826
906	0.2620178763
907	0.2619160113
908	0.2618960224
909	0.2617941194
910	0.2617503991
911	0.2616623987
912	0.2615866328
913	0.2615711978
914	0.2615540742
915	0.2614252455
916	0.2613232822
917	0.2612922845
918	0.2612019119
919	0.2611107061
920	0.2609948588
921	0.2609292442
922	0.2608533432
923	0.2607601819
924	0.2606592802
925	0.2606357449
926	0.2605785412
927	0.2605186442
928	0.2604271485
929	0.2603975725
930	0.2603770775
931	0.2602841889
932	0.26019394
933	0.2600944585
934	0.2600664853
935	0.2599355604
936	0.2598595202
937	0.2597906751
938	0.2597387442
939	0.259656424
940	0.2595566878
941	0.2594337352
942	0.2593555334
943	0.2593131153
944	0.25927164
945	0.2592345768
946	0.2591843864
947	0.2590887579
948	0.2590709745
949	0.2589969554
950	0.2589466429
951	0.2588863468
952	0.2588317997
953	0.2587964522
954	0.2587194313
955	0.2586254699
956	0.2585384688
957	0.2584250565
958	0.2583443056
959	0.2582891888
960	0.2582158184
961	0.2581184458
962	0.2580129268
963	0.2579636678
964	0.2579336167
965	0.2578715289
966	0.2578340711
967	0.257775174
968	0.2576534714
969	0.2576121811
970	0.2575555718
971	0.257496359
972	0.2574284619
973	0.2574055409
974	0.2573587933
975	0.2572352664
976	0.2571032961
977	0.2570348974
978	0.2569555253
979	0.2568824822
980	0.2568273567
981	0.2567554389
982	0.2566851397
983	0.256670842
984	0.2565872362
985	0.2565356637
986	0.256457935
987	0.2564140879
988	0.2564086609
989	0.256398455
990	0.2563585634
991	0.2563082513
992	0.256254642
993	0.2561805503
994	0.2560167061
995	0.2559537867
996	0.2558709496
997	0.2557990126
998	0.2557485784
999	0.2557000245
